ALPHA,BETA,DEFL_1_1,DEFL_1_2,DEFL_1_3,DEFL_1_4,CLL
5.012,-11.0,-10.664,-13.606,14.859,19.798,0.0056
5.174,-11.0,-10.664,-13.606,14.859,19.798,0.0059
7.733,-11.0,-10.664,-13.606,14.859,19.798,0.009
10.956,-11.0,-10.664,-13.606,14.859,19.798,0.0054
12.511,-11.0,-10.664,-13.606,14.859,19.798,0.0035
12.941,-11.0,-10.664,-13.606,14.859,19.798,0.0031
-13.616,-9.26,5.724,4.623,12.867,-2.896,0.0074
-13.414,-9.26,5.724,4.623,12.867,-2.896,0.0076
-13.258,-9.26,5.724,4.623,12.867,-2.896,0.0077
-13.217,-9.26,5.724,4.623,12.867,-2.896,0.0077
-12.524,-9.26,5.724,4.623,12.867,-2.896,0.0083
-11.617,-9.26,5.724,4.623,12.867,-2.896,0.0094
-10.939,-9.26,5.724,4.623,12.867,-2.896,0.0108
-3.169,-9.26,5.724,4.623,12.867,-2.896,-0.0101
-2.533,-9.26,5.724,4.623,12.867,-2.896,-0.0115
-2.445,-9.26,5.724,4.623,12.867,-2.896,-0.0117
0.495,-9.26,5.724,4.623,12.867,-2.896,-0.0136
3.007,-9.26,5.724,4.623,12.867,-2.896,-0.0111
8.386,-9.26,5.724,4.623,12.867,-2.896,0.0027
12.74,-9.26,5.724,4.623,12.867,-2.896,0.0056
-14.269,3.53,11.707,-4.523,12.839,-0.516,0.0012
-12.421,3.53,11.707,-4.523,12.839,-0.516,0.0008
-6.873,3.53,11.707,-4.523,12.839,-0.516,-0.0052
0.065,3.53,11.707,-4.523,12.839,-0.516,0.0009
4.083,3.53,11.707,-4.523,12.839,-0.516,-0.0017
7.232,3.53,11.707,-4.523,12.839,-0.516,-0.0036
7.796,3.53,11.707,-4.523,12.839,-0.516,-0.004
10.427,3.53,11.707,-4.523,12.839,-0.516,-0.0007
10.875,3.53,11.707,-4.523,12.839,-0.516,0.0
11.768,3.53,11.707,-4.523,12.839,-0.516,0.0013
12.084,3.53,11.707,-4.523,12.839,-0.516,0.0018
12.21,3.53,11.707,-4.523,12.839,-0.516,0.002
13.108,3.53,11.707,-4.523,12.839,-0.516,0.0034
14.189,3.53,11.707,-4.523,12.839,-0.516,0.0043
-14.725,12.36,8.062,1.053,13.068,6.337,0.0007
-14.62,12.36,8.062,1.053,13.068,6.337,0.0007
-13.809,12.36,8.062,1.053,13.068,6.337,0.0012
-13.573,12.36,8.062,1.053,13.068,6.337,0.0013
-13.331,12.36,8.062,1.053,13.068,6.337,0.0014
-9.978,12.36,8.062,1.053,13.068,6.337,0.0021
-7.911,12.36,8.062,1.053,13.068,6.337,0.0029
-4.668,12.36,8.062,1.053,13.068,6.337,0.0067
-4.506,12.36,8.062,1.053,13.068,6.337,0.0072
1.635,12.36,8.062,1.053,13.068,6.337,0.0016
1.821,12.36,8.062,1.053,13.068,6.337,0.0015
2.228,12.36,8.062,1.053,13.068,6.337,0.0011
6.491,12.36,8.062,1.053,13.068,6.337,-0.002
6.682,12.36,8.062,1.053,13.068,6.337,-0.0022
-14.916,6.36,18.302,-14.657,18.823,12.229,0.002
-6.535,6.36,18.302,-14.657,18.823,12.229,-0.0012
-6.115,6.36,18.302,-14.657,18.823,12.229,-0.0021
-3.737,6.36,18.302,-14.657,18.823,12.229,-0.0072
1.095,6.36,18.302,-14.657,18.823,12.229,-0.0054
3.535,6.36,18.302,-14.657,18.823,12.229,-0.0056
5.038,6.36,18.302,-14.657,18.823,12.229,-0.0033
5.311,6.36,18.302,-14.657,18.823,12.229,-0.0029
5.462,6.36,18.302,-14.657,18.823,12.229,-0.0026
6.098,6.36,18.302,-14.657,18.823,12.229,-0.0016
8.494,6.36,18.302,-14.657,18.823,12.229,0.0016
8.584,6.36,18.302,-14.657,18.823,12.229,0.0017
11.981,6.36,18.302,-14.657,18.823,12.229,0.0051
13.035,6.36,18.302,-14.657,18.823,12.229,0.0045
-11.505,-0.21,-3.418,8.142,-9.263,17.126,0.004
-10.092,-0.21,-3.418,8.142,-9.263,17.126,0.0087
-6.904,-0.21,-3.418,8.142,-9.263,17.126,0.0079
-4.395,-0.21,-3.418,8.142,-9.263,17.126,0.0046
-2.651,-0.21,-3.418,8.142,-9.263,17.126,0.0033
-2.531,-0.21,-3.418,8.142,-9.263,17.126,0.0034
-2.111,-0.21,-3.418,8.142,-9.263,17.126,0.0047
0.092,-0.21,-3.418,8.142,-9.263,17.126,-0.0002
0.213,-0.21,-3.418,8.142,-9.263,17.126,-0.0005
0.677,-0.21,-3.418,8.142,-9.263,17.126,-0.0003
2.308,-0.21,-3.418,8.142,-9.263,17.126,0.0034
6.752,-0.21,-3.418,8.142,-9.263,17.126,0.0071
9.645,-0.21,-3.418,8.142,-9.263,17.126,0.0087
11.844,-0.21,-3.418,8.142,-9.263,17.126,0.0039
-13.96,9.12,-3.64,-3.615,-4.2,-11.271,-0.0062
-13.339,9.12,-3.64,-3.615,-4.2,-11.271,-0.0064
-7.965,9.12,-3.64,-3.615,-4.2,-11.271,-0.0058
-6.5,9.12,-3.64,-3.615,-4.2,-11.271,-0.0012
-2.069,9.12,-3.64,-3.615,-4.2,-11.271,0.0102
-1.116,9.12,-3.64,-3.615,-4.2,-11.271,0.0112
-0.443,9.12,-3.64,-3.615,-4.2,-11.271,0.0116
-0.294,9.12,-3.64,-3.615,-4.2,-11.271,0.0116
2.277,9.12,-3.64,-3.615,-4.2,-11.271,0.0102
5.542,9.12,-3.64,-3.615,-4.2,-11.271,0.0037
7.057,9.12,-3.64,-3.615,-4.2,-11.271,0.0002
10.049,9.12,-3.64,-3.615,-4.2,-11.271,-0.007
10.081,9.12,-3.64,-3.615,-4.2,-11.271,-0.0071
11.35,9.12,-3.64,-3.615,-4.2,-11.271,-0.0085
-14.943,11.95,-10.509,-17.069,-1.926,-3.665,-0.0048
-14.111,11.95,-10.509,-17.069,-1.926,-3.665,-0.0047
-11.584,11.95,-10.509,-17.069,-1.926,-3.665,-0.0049
-9.523,11.95,-10.509,-17.069,-1.926,-3.665,-0.0058
-3.169,11.95,-10.509,-17.069,-1.926,-3.665,-0.0123
-2.854,11.95,-10.509,-17.069,-1.926,-3.665,-0.0119
0.714,11.95,-10.509,-17.069,-1.926,-3.665,-0.0095
2.019,11.95,-10.509,-17.069,-1.926,-3.665,-0.0104
3.251,11.95,-10.509,-17.069,-1.926,-3.665,-0.0122
6.314,11.95,-10.509,-17.069,-1.926,-3.665,-0.0154
11.108,11.95,-10.509,-17.069,-1.926,-3.665,-0.0067
11.335,11.95,-10.509,-17.069,-1.926,-3.665,-0.0065
11.623,11.95,-10.509,-17.069,-1.926,-3.665,-0.0062
14.637,11.95,-10.509,-17.069,-1.926,-3.665,-0.003
-14.611,-2.53,-6.818,-9.133,-19.762,13.628,-0.0021
-9.522,-2.53,-6.818,-9.133,-19.762,13.628,0.0031
-8.298,-2.53,-6.818,-9.133,-19.762,13.628,0.0079
-4.674,-2.53,-6.818,-9.133,-19.762,13.628,0.0101
-2.885,-2.53,-6.818,-9.133,-19.762,13.628,0.0099
-2.1,-2.53,-6.818,-9.133,-19.762,13.628,0.0083
1.413,-2.53,-6.818,-9.133,-19.762,13.628,0.0075
1.911,-2.53,-6.818,-9.133,-19.762,13.628,0.0085
2.356,-2.53,-6.818,-9.133,-19.762,13.628,0.0095
6.14,-2.53,-6.818,-9.133,-19.762,13.628,0.0095
6.989,-2.53,-6.818,-9.133,-19.762,13.628,0.0096
10.893,-2.53,-6.818,-9.133,-19.762,13.628,-0.0005
11.402,-2.53,-6.818,-9.133,-19.762,13.628,-0.0019
13.13,-2.53,-6.818,-9.133,-19.762,13.628,-0.0057
-13.26,-11.09,12.007,13.662,-9.251,14.753,0.0031
-13.118,-11.09,12.007,13.662,-9.251,14.753,0.0031
-12.359,-11.09,12.007,13.662,-9.251,14.753,0.003
-7.1,-11.09,12.007,13.662,-9.251,14.753,0.0035
-4.887,-11.09,12.007,13.662,-9.251,14.753,0.003
-0.489,-11.09,12.007,13.662,-9.251,14.753,0.0024
1.359,-11.09,12.007,13.662,-9.251,14.753,0.0026
4.861,-11.09,12.007,13.662,-9.251,14.753,0.0038
5.358,-11.09,12.007,13.662,-9.251,14.753,0.004
7.175,-11.09,12.007,13.662,-9.251,14.753,0.0043
9.191,-11.09,12.007,13.662,-9.251,14.753,0.0044
9.973,-11.09,12.007,13.662,-9.251,14.753,0.0044
12.45,-11.09,12.007,13.662,-9.251,14.753,0.0027
12.727,-11.09,12.007,13.662,-9.251,14.753,0.0025
-14.472,0.74,18.767,-17.453,-1.75,13.68,-0.0006
-12.05,0.74,18.767,-17.453,-1.75,13.68,0.0008
-11.162,0.74,18.767,-17.453,-1.75,13.68,0.0015
-9.077,0.74,18.767,-17.453,-1.75,13.68,0.0043
-5.096,0.74,18.767,-17.453,-1.75,13.68,0.003
-0.229,0.74,18.767,-17.453,-1.75,13.68,-0.0027
0.842,0.74,18.767,-17.453,-1.75,13.68,-0.0002
4.791,0.74,18.767,-17.453,-1.75,13.68,0.0044
5.953,0.74,18.767,-17.453,-1.75,13.68,0.004
6.566,0.74,18.767,-17.453,-1.75,13.68,0.0038
8.405,0.74,18.767,-17.453,-1.75,13.68,0.0033
9.966,0.74,18.767,-17.453,-1.75,13.68,0.0031
13.919,0.74,18.767,-17.453,-1.75,13.68,0.0018
14.423,0.74,18.767,-17.453,-1.75,13.68,0.0015
-11.42,9.93,0.345,19.086,19.192,1.05,0.0055
-6.914,9.93,0.345,19.086,19.192,1.05,0.0037
-6.608,9.93,0.345,19.086,19.192,1.05,0.0036
-5.465,9.93,0.345,19.086,19.192,1.05,0.0034
-4.77,9.93,0.345,19.086,19.192,1.05,0.0033
-3.978,9.93,0.345,19.086,19.192,1.05,0.0031
-1.791,9.93,0.345,19.086,19.192,1.05,0.0022
-1.571,9.93,0.345,19.086,19.192,1.05,0.002
-0.172,9.93,0.345,19.086,19.192,1.05,0.0015
1.756,9.93,0.345,19.086,19.192,1.05,0.0014
2.742,9.93,0.345,19.086,19.192,1.05,0.0013
9.293,9.93,0.345,19.086,19.192,1.05,0.0036
10.209,9.93,0.345,19.086,19.192,1.05,0.0037
13.571,9.93,0.345,19.086,19.192,1.05,0.0037
-12.118,-5.53,12.18,11.667,-0.189,-8.697,0.0029
-10.481,-5.53,12.18,11.667,-0.189,-8.697,0.0008
-4.609,-5.53,12.18,11.667,-0.189,-8.697,-0.0049
-3.877,-5.53,12.18,11.667,-0.189,-8.697,-0.0047
-2.57,-5.53,12.18,11.667,-0.189,-8.697,-0.0051
-0.898,-5.53,12.18,11.667,-0.189,-8.697,-0.0047
0.49,-5.53,12.18,11.667,-0.189,-8.697,-0.0044
0.59,-5.53,12.18,11.667,-0.189,-8.697,-0.0044
2.56,-5.53,12.18,11.667,-0.189,-8.697,-0.0047
4.643,-5.53,12.18,11.667,-0.189,-8.697,-0.0046
4.981,-5.53,12.18,11.667,-0.189,-8.697,-0.0047
7.594,-5.53,12.18,11.667,-0.189,-8.697,-0.0058
7.778,-5.53,12.18,11.667,-0.189,-8.697,-0.0059
8.116,-5.53,12.18,11.667,-0.189,-8.697,-0.006
-10.235,-7.9,14.229,-3.23,-15.665,-6.755,0.002
-9.276,-7.9,14.229,-3.23,-15.665,-6.755,0.0031
-8.085,-7.9,14.229,-3.23,-15.665,-6.755,0.0034
-8.007,-7.9,14.229,-3.23,-15.665,-6.755,0.0033
-4.255,-7.9,14.229,-3.23,-15.665,-6.755,0.0023
-2.744,-7.9,14.229,-3.23,-15.665,-6.755,0.0023
-1.726,-7.9,14.229,-3.23,-15.665,-6.755,0.0025
1.235,-7.9,14.229,-3.23,-15.665,-6.755,0.0031
2.022,-7.9,14.229,-3.23,-15.665,-6.755,0.0032
5.749,-7.9,14.229,-3.23,-15.665,-6.755,0.002
9.869,-7.9,14.229,-3.23,-15.665,-6.755,-0.0014
9.904,-7.9,14.229,-3.23,-15.665,-6.755,-0.0014
11.577,-7.9,14.229,-3.23,-15.665,-6.755,-0.0028
13.236,-7.9,14.229,-3.23,-15.665,-6.755,-0.0032
-13.045,-14.53,14.359,18.634,5.697,13.656,0.005
-11.317,-14.53,14.359,18.634,5.697,13.656,0.0051
-8.914,-14.53,14.359,18.634,5.697,13.656,0.0054
-8.5,-14.53,14.359,18.634,5.697,13.656,0.0055
-7.36,-14.53,14.359,18.634,5.697,13.656,0.0057
-7.092,-14.53,14.359,18.634,5.697,13.656,0.0058
-5.647,-14.53,14.359,18.634,5.697,13.656,0.0062
-3.272,-14.53,14.359,18.634,5.697,13.656,0.0075
0.452,-14.53,14.359,18.634,5.697,13.656,0.0106
0.464,-14.53,14.359,18.634,5.697,13.656,0.0106
1.848,-14.53,14.359,18.634,5.697,13.656,0.0115
5.743,-14.53,14.359,18.634,5.697,13.656,0.0118
6.229,-14.53,14.359,18.634,5.697,13.656,0.0117
9.657,-14.53,14.359,18.634,5.697,13.656,0.0098
-13.373,4.45,12.415,-2.357,2.334,-1.21,-0.0014
-11.747,4.45,12.415,-2.357,2.334,-1.21,0.0002
-9.033,4.45,12.415,-2.357,2.334,-1.21,0.0036
-5.648,4.45,12.415,-2.357,2.334,-1.21,0.0052
-2.433,4.45,12.415,-2.357,2.334,-1.21,0.007
-0.818,4.45,12.415,-2.357,2.334,-1.21,0.0078
-0.71,4.45,12.415,-2.357,2.334,-1.21,0.0078
0.714,4.45,12.415,-2.357,2.334,-1.21,0.0079
1.913,4.45,12.415,-2.357,2.334,-1.21,0.0076
4.7,4.45,12.415,-2.357,2.334,-1.21,0.0064
8.131,4.45,12.415,-2.357,2.334,-1.21,0.0049
8.132,4.45,12.415,-2.357,2.334,-1.21,0.0049
8.943,4.45,12.415,-2.357,2.334,-1.21,0.0047
10.483,4.45,12.415,-2.357,2.334,-1.21,0.005
-9.738,5.07,-6.722,6.037,-2.467,-16.187,0.0007
-8.941,5.07,-6.722,6.037,-2.467,-16.187,0.003
-6.431,5.07,-6.722,6.037,-2.467,-16.187,0.0072
-6.057,5.07,-6.722,6.037,-2.467,-16.187,0.007
-4.809,5.07,-6.722,6.037,-2.467,-16.187,0.0066
-3.943,5.07,-6.722,6.037,-2.467,-16.187,0.0069
-2.647,5.07,-6.722,6.037,-2.467,-16.187,0.0081
-1.185,5.07,-6.722,6.037,-2.467,-16.187,0.008
-0.718,5.07,-6.722,6.037,-2.467,-16.187,0.0079
2.428,5.07,-6.722,6.037,-2.467,-16.187,0.0079
6.573,5.07,-6.722,6.037,-2.467,-16.187,0.0067
8.305,5.07,-6.722,6.037,-2.467,-16.187,0.0071
8.374,5.07,-6.722,6.037,-2.467,-16.187,0.0071
10.838,5.07,-6.722,6.037,-2.467,-16.187,0.0034
-14.867,7.85,-13.796,16.884,17.904,16.165,0.0019
-14.612,7.85,-13.796,16.884,17.904,16.165,0.0017
-14.531,7.85,-13.796,16.884,17.904,16.165,0.0016
-14.249,7.85,-13.796,16.884,17.904,16.165,0.0012
-9.263,7.85,-13.796,16.884,17.904,16.165,0.0014
-8.468,7.85,-13.796,16.884,17.904,16.165,0.0014
-4.821,7.85,-13.796,16.884,17.904,16.165,0.0003
2.122,7.85,-13.796,16.884,17.904,16.165,-0.0025
2.468,7.85,-13.796,16.884,17.904,16.165,-0.0023
3.813,7.85,-13.796,16.884,17.904,16.165,-0.001
7.021,7.85,-13.796,16.884,17.904,16.165,0.0016
8.576,7.85,-13.796,16.884,17.904,16.165,0.0026
8.626,7.85,-13.796,16.884,17.904,16.165,0.0026
10.935,7.85,-13.796,16.884,17.904,16.165,0.0042
-13.688,12.08,4.837,10.316,-7.006,12.039,-0.0026
-11.665,12.08,4.837,10.316,-7.006,12.039,-0.0022
-11.601,12.08,4.837,10.316,-7.006,12.039,-0.0022
-8.208,12.08,4.837,10.316,-7.006,12.039,-0.0017
-7.989,12.08,4.837,10.316,-7.006,12.039,-0.0015
-7.728,12.08,4.837,10.316,-7.006,12.039,-0.0012
-6.645,12.08,4.837,10.316,-7.006,12.039,0.0004
-5.76,12.08,4.837,10.316,-7.006,12.039,0.002
-2.796,12.08,4.837,10.316,-7.006,12.039,0.0064
-1.595,12.08,4.837,10.316,-7.006,12.039,0.0069
1.62,12.08,4.837,10.316,-7.006,12.039,0.0066
5.643,12.08,4.837,10.316,-7.006,12.039,0.0022
6.057,12.08,4.837,10.316,-7.006,12.039,0.0016
10.386,12.08,4.837,10.316,-7.006,12.039,-0.0027
-12.557,5.05,-2.935,-7.016,-8.478,-7.483,-0.0105
-10.511,5.05,-2.935,-7.016,-8.478,-7.483,-0.0042
-8.326,5.05,-2.935,-7.016,-8.478,-7.483,0.0032
-8.205,5.05,-2.935,-7.016,-8.478,-7.483,0.0038
-7.529,5.05,-2.935,-7.016,-8.478,-7.483,0.007
-6.767,5.05,-2.935,-7.016,-8.478,-7.483,0.0108
-5.763,5.05,-2.935,-7.016,-8.478,-7.483,0.0133
-5.198,5.05,-2.935,-7.016,-8.478,-7.483,0.013
1.439,5.05,-2.935,-7.016,-8.478,-7.483,0.0134
2.736,5.05,-2.935,-7.016,-8.478,-7.483,0.0125
4.371,5.05,-2.935,-7.016,-8.478,-7.483,0.0117
5.892,5.05,-2.935,-7.016,-8.478,-7.483,0.012
10.179,5.05,-2.935,-7.016,-8.478,-7.483,0.0018
11.453,5.05,-2.935,-7.016,-8.478,-7.483,-0.0011
-14.672,7.95,-14.972,4.633,13.112,-7.594,-0.0007
-7.341,7.95,-14.972,4.633,13.112,-7.594,-0.003
-3.798,7.95,-14.972,4.633,13.112,-7.594,-0.0023
-2.172,7.95,-14.972,4.633,13.112,-7.594,-0.0018
-0.937,7.95,-14.972,4.633,13.112,-7.594,-0.002
0.719,7.95,-14.972,4.633,13.112,-7.594,-0.002
0.914,7.95,-14.972,4.633,13.112,-7.594,-0.002
4.72,7.95,-14.972,4.633,13.112,-7.594,-0.0024
5.78,7.95,-14.972,4.633,13.112,-7.594,-0.0025
6.352,7.95,-14.972,4.633,13.112,-7.594,-0.0026
7.909,7.95,-14.972,4.633,13.112,-7.594,-0.002
10.317,7.95,-14.972,4.633,13.112,-7.594,-0.0001
10.37,7.95,-14.972,4.633,13.112,-7.594,0.0
13.372,7.95,-14.972,4.633,13.112,-7.594,0.0022
-13.75,-7.74,-14.792,-2.905,-1.697,3.317,-0.0049
-12.384,-7.74,-14.792,-2.905,-1.697,3.317,0.0002
-12.359,-7.74,-14.792,-2.905,-1.697,3.317,0.0002
-12.166,-7.74,-14.792,-2.905,-1.697,3.317,0.0001
-10.916,-7.74,-14.792,-2.905,-1.697,3.317,-0.0009
-7.79,-7.74,-14.792,-2.905,-1.697,3.317,-0.0067
-2.599,-7.74,-14.792,-2.905,-1.697,3.317,-0.0114
-0.367,-7.74,-14.792,-2.905,-1.697,3.317,-0.0106
2.614,-7.74,-14.792,-2.905,-1.697,3.317,-0.0104
4.052,-7.74,-14.792,-2.905,-1.697,3.317,-0.0106
5.264,-7.74,-14.792,-2.905,-1.697,3.317,-0.0108
7.599,-7.74,-14.792,-2.905,-1.697,3.317,-0.0099
9.696,-7.74,-14.792,-2.905,-1.697,3.317,-0.0065
10.824,-7.74,-14.792,-2.905,-1.697,3.317,-0.0047
-12.627,-9.11,17.799,-13.141,5.62,-9.041,0.006
-8.538,-9.11,17.799,-13.141,5.62,-9.041,0.0039
-6.727,-9.11,17.799,-13.141,5.62,-9.041,-0.0027
-6.328,-9.11,17.799,-13.141,5.62,-9.041,-0.0039
-2.27,-9.11,17.799,-13.141,5.62,-9.041,-0.0139
-0.221,-9.11,17.799,-13.141,5.62,-9.041,-0.0147
5.582,-9.11,17.799,-13.141,5.62,-9.041,-0.0084
6.357,-9.11,17.799,-13.141,5.62,-9.041,-0.0065
7.503,-9.11,17.799,-13.141,5.62,-9.041,-0.0036
7.69,-9.11,17.799,-13.141,5.62,-9.041,-0.0031
7.782,-9.11,17.799,-13.141,5.62,-9.041,-0.0029
8.276,-9.11,17.799,-13.141,5.62,-9.041,-0.0016
11.117,-9.11,17.799,-13.141,5.62,-9.041,0.0053
14.371,-9.11,17.799,-13.141,5.62,-9.041,0.0012
-13.942,-4.8,-15.407,-9.629,17.884,4.581,0.0078
-13.888,-4.8,-15.407,-9.629,17.884,4.581,0.0078
-12.279,-4.8,-15.407,-9.629,17.884,4.581,0.0069
-12.122,-4.8,-15.407,-9.629,17.884,4.581,0.0063
-12.007,-4.8,-15.407,-9.629,17.884,4.581,0.0059
-11.392,-4.8,-15.407,-9.629,17.884,4.581,0.0031
-8.197,-4.8,-15.407,-9.629,17.884,4.581,-0.0121
-6.917,-4.8,-15.407,-9.629,17.884,4.581,-0.0167
-6.257,-4.8,-15.407,-9.629,17.884,4.581,-0.0177
2.64,-4.8,-15.407,-9.629,17.884,4.581,-0.0188
4.675,-4.8,-15.407,-9.629,17.884,4.581,-0.0169
5.391,-4.8,-15.407,-9.629,17.884,4.581,-0.0166
8.234,-4.8,-15.407,-9.629,17.884,4.581,-0.0131
11.365,-4.8,-15.407,-9.629,17.884,4.581,-0.0034
-10.394,14.8,15.537,11.863,6.012,3.811,0.0013
-9.786,14.8,15.537,11.863,6.012,3.811,0.0012
-8.582,14.8,15.537,11.863,6.012,3.811,0.0009
-8.156,14.8,15.537,11.863,6.012,3.811,0.0008
-6.52,14.8,15.537,11.863,6.012,3.811,0.0002
-1.909,14.8,15.537,11.863,6.012,3.811,-0.0022
-1.896,14.8,15.537,11.863,6.012,3.811,-0.0022
0.393,14.8,15.537,11.863,6.012,3.811,-0.0027
1.181,14.8,15.537,11.863,6.012,3.811,-0.0027
3.116,14.8,15.537,11.863,6.012,3.811,-0.0033
8.155,14.8,15.537,11.863,6.012,3.811,-0.0045
8.318,14.8,15.537,11.863,6.012,3.811,-0.0045
11.057,14.8,15.537,11.863,6.012,3.811,-0.0034
12.393,14.8,15.537,11.863,6.012,3.811,-0.0025
-12.435,1.23,-0.314,12.131,-2.357,-9.19,0.0022
-11.1,1.23,-0.314,12.131,-2.357,-9.19,0.0029
-9.533,1.23,-0.314,12.131,-2.357,-9.19,0.003
-8.891,1.23,-0.314,12.131,-2.357,-9.19,0.003
-7.183,1.23,-0.314,12.131,-2.357,-9.19,0.0032
-4.285,1.23,-0.314,12.131,-2.357,-9.19,0.0029
-3.725,1.23,-0.314,12.131,-2.357,-9.19,0.0032
-0.363,1.23,-0.314,12.131,-2.357,-9.19,0.0001
0.78,1.23,-0.314,12.131,-2.357,-9.19,0.0003
1.209,1.23,-0.314,12.131,-2.357,-9.19,0.0009
4.071,1.23,-0.314,12.131,-2.357,-9.19,0.0033
4.646,1.23,-0.314,12.131,-2.357,-9.19,0.0031
6.855,1.23,-0.314,12.131,-2.357,-9.19,0.0033
10.43,1.23,-0.314,12.131,-2.357,-9.19,0.0036
-13.952,-14.41,3.189,-11.314,17.954,-10.594,0.0019
-13.9,-14.41,3.189,-11.314,17.954,-10.594,0.0019
-11.509,-14.41,3.189,-11.314,17.954,-10.594,0.0012
-1.696,-14.41,3.189,-11.314,17.954,-10.594,0.0038
-0.712,-14.41,3.189,-11.314,17.954,-10.594,0.004
-0.207,-14.41,3.189,-11.314,17.954,-10.594,0.004
-0.084,-14.41,3.189,-11.314,17.954,-10.594,0.0041
2.007,-14.41,3.189,-11.314,17.954,-10.594,0.0046
2.048,-14.41,3.189,-11.314,17.954,-10.594,0.0046
5.655,-14.41,3.189,-11.314,17.954,-10.594,0.0059
8.974,-14.41,3.189,-11.314,17.954,-10.594,0.0051
10.34,-14.41,3.189,-11.314,17.954,-10.594,0.0044
10.365,-14.41,3.189,-11.314,17.954,-10.594,0.0044
10.911,-14.41,3.189,-11.314,17.954,-10.594,0.0041
-9.016,-8.16,18.826,-17.218,7.563,-1.712,0.0088
-6.964,-8.16,18.826,-17.218,7.563,-1.712,-0.0011
-4.928,-8.16,18.826,-17.218,7.563,-1.712,-0.0088
-2.105,-8.16,18.826,-17.218,7.563,-1.712,-0.0156
-1.244,-8.16,18.826,-17.218,7.563,-1.712,-0.0158
-1.125,-8.16,18.826,-17.218,7.563,-1.712,-0.0158
0.176,-8.16,18.826,-17.218,7.563,-1.712,-0.0157
1.069,-8.16,18.826,-17.218,7.563,-1.712,-0.0155
1.708,-8.16,18.826,-17.218,7.563,-1.712,-0.0153
1.903,-8.16,18.826,-17.218,7.563,-1.712,-0.0152
4.025,-8.16,18.826,-17.218,7.563,-1.712,-0.0134
6.355,-8.16,18.826,-17.218,7.563,-1.712,-0.008
8.009,-8.16,18.826,-17.218,7.563,-1.712,-0.0034
11.372,-8.16,18.826,-17.218,7.563,-1.712,0.005
-13.419,-7.01,-0.379,9.191,-2.997,-2.13,0.0032
-12.456,-7.01,-0.379,9.191,-2.997,-2.13,0.0027
-12.025,-7.01,-0.379,9.191,-2.997,-2.13,0.0024
-8.521,-7.01,-0.379,9.191,-2.997,-2.13,-0.0024
-6.472,-7.01,-0.379,9.191,-2.997,-2.13,-0.0063
-3.336,-7.01,-0.379,9.191,-2.997,-2.13,-0.0065
0.494,-7.01,-0.379,9.191,-2.997,-2.13,-0.0065
1.341,-7.01,-0.379,9.191,-2.997,-2.13,-0.0064
3.268,-7.01,-0.379,9.191,-2.997,-2.13,-0.0062
3.821,-7.01,-0.379,9.191,-2.997,-2.13,-0.0062
7.463,-7.01,-0.379,9.191,-2.997,-2.13,-0.0063
8.368,-7.01,-0.379,9.191,-2.997,-2.13,-0.0061
10.673,-7.01,-0.379,9.191,-2.997,-2.13,-0.0036
12.107,-7.01,-0.379,9.191,-2.997,-2.13,-0.0023
-13.716,11.0,13.555,-3.232,16.205,19.253,0.0026
-12.004,11.0,13.555,-3.232,16.205,19.253,0.0033
-11.318,11.0,13.555,-3.232,16.205,19.253,0.0036
-10.462,11.0,13.555,-3.232,16.205,19.253,0.0039
-10.29,11.0,13.555,-3.232,16.205,19.253,0.0039
-6.572,11.0,13.555,-3.232,16.205,19.253,0.0055
-1.867,11.0,13.555,-3.232,16.205,19.253,0.0052
-0.743,11.0,13.555,-3.232,16.205,19.253,0.0047
-0.399,11.0,13.555,-3.232,16.205,19.253,0.0045
0.838,11.0,13.555,-3.232,16.205,19.253,0.0041
1.329,11.0,13.555,-3.232,16.205,19.253,0.0039
1.957,11.0,13.555,-3.232,16.205,19.253,0.0036
4.53,11.0,13.555,-3.232,16.205,19.253,0.0025
8.505,11.0,13.555,-3.232,16.205,19.253,0.0021
-11.92,11.75,-16.918,-18.231,4.816,-15.326,-0.0047
-11.28,11.75,-16.918,-18.231,4.816,-15.326,-0.0047
-9.976,11.75,-16.918,-18.231,4.816,-15.326,-0.0049
-7.849,11.75,-16.918,-18.231,4.816,-15.326,-0.0057
-7.675,11.75,-16.918,-18.231,4.816,-15.326,-0.0057
-7.207,11.75,-16.918,-18.231,4.816,-15.326,-0.006
-4.554,11.75,-16.918,-18.231,4.816,-15.326,-0.0065
-4.032,11.75,-16.918,-18.231,4.816,-15.326,-0.0062
-1.244,11.75,-16.918,-18.231,4.816,-15.326,-0.0055
0.589,11.75,-16.918,-18.231,4.816,-15.326,-0.0056
8.277,11.75,-16.918,-18.231,4.816,-15.326,-0.0089
9.559,11.75,-16.918,-18.231,4.816,-15.326,-0.0075
11.818,11.75,-16.918,-18.231,4.816,-15.326,-0.0052
13.192,11.75,-16.918,-18.231,4.816,-15.326,-0.0039
-9.407,-11.56,-16.426,9.283,-5.905,-0.42,0.0028
-7.526,-11.56,-16.426,9.283,-5.905,-0.42,0.0029
-7.01,-11.56,-16.426,9.283,-5.905,-0.42,0.0023
-6.767,-11.56,-16.426,9.283,-5.905,-0.42,0.0019
-5.819,-11.56,-16.426,9.283,-5.905,-0.42,0.0005
-4.568,-11.56,-16.426,9.283,-5.905,-0.42,-0.0011
