ALPHA,BETA,DEFL_1_1,DEFL_1_2,DEFL_1_3,DEFL_1_4,CY
-13.258,-9.26,5.724,4.623,12.867,-2.896,1.3056
-13.217,-9.26,5.724,4.623,12.867,-2.896,1.3072
-12.524,-9.26,5.724,4.623,12.867,-2.896,1.3358
-11.617,-9.26,5.724,4.623,12.867,-2.896,1.3811
-10.939,-9.26,5.724,4.623,12.867,-2.896,1.425
-3.169,-9.26,5.724,4.623,12.867,-2.896,1.1959
-2.533,-9.26,5.724,4.623,12.867,-2.896,1.174
-2.445,-9.26,5.724,4.623,12.867,-2.896,1.1714
0.495,-9.26,5.724,4.623,12.867,-2.896,1.1321
3.007,-9.26,5.724,4.623,12.867,-2.896,1.1613
8.386,-9.26,5.724,4.623,12.867,-2.896,1.3379
12.74,-9.26,5.724,4.623,12.867,-2.896,1.3203
-14.269,3.53,11.707,-4.523,12.839,-0.516,-0.1791
-12.421,3.53,11.707,-4.523,12.839,-0.516,-0.2057
-6.873,3.53,11.707,-4.523,12.839,-0.516,-0.3734
0.065,3.53,11.707,-4.523,12.839,-0.516,-0.2498
4.083,3.53,11.707,-4.523,12.839,-0.516,-0.3029
7.232,3.53,11.707,-4.523,12.839,-0.516,-0.3729
7.796,3.53,11.707,-4.523,12.839,-0.516,-0.3828
10.427,3.53,11.707,-4.523,12.839,-0.516,-0.329
10.875,3.53,11.707,-4.523,12.839,-0.516,-0.3168
11.768,3.53,11.707,-4.523,12.839,-0.516,-0.2921
12.084,3.53,11.707,-4.523,12.839,-0.516,-0.2815
12.21,3.53,11.707,-4.523,12.839,-0.516,-0.2771
13.108,3.53,11.707,-4.523,12.839,-0.516,-0.2493
14.189,3.53,11.707,-4.523,12.839,-0.516,-0.2291
-14.725,12.36,8.062,1.053,13.068,6.337,-1.4548
-14.62,12.36,8.062,1.053,13.068,6.337,-1.4564
-13.809,12.36,8.062,1.053,13.068,6.337,-1.4684
-13.573,12.36,8.062,1.053,13.068,6.337,-1.4719
-13.331,12.36,8.062,1.053,13.068,6.337,-1.4754
-9.978,12.36,8.062,1.053,13.068,6.337,-1.5225
-7.911,12.36,8.062,1.053,13.068,6.337,-1.535
-4.668,12.36,8.062,1.053,13.068,6.337,-1.4987
-4.506,12.36,8.062,1.053,13.068,6.337,-1.4919
1.635,12.36,8.062,1.053,13.068,6.337,-1.5409
1.821,12.36,8.062,1.053,13.068,6.337,-1.542
2.228,12.36,8.062,1.053,13.068,6.337,-1.5443
6.491,12.36,8.062,1.053,13.068,6.337,-1.5855
6.682,12.36,8.062,1.053,13.068,6.337,-1.5879
-14.916,6.36,18.302,-14.657,18.823,12.229,-0.4433
-6.535,6.36,18.302,-14.657,18.823,12.229,-0.6178
-6.115,6.36,18.302,-14.657,18.823,12.229,-0.6333
-3.737,6.36,18.302,-14.657,18.823,12.229,-0.7219
1.095,6.36,18.302,-14.657,18.823,12.229,-0.6949
3.535,6.36,18.302,-14.657,18.823,12.229,-0.7139
5.038,6.36,18.302,-14.657,18.823,12.229,-0.6862
5.311,6.36,18.302,-14.657,18.823,12.229,-0.6798
5.462,6.36,18.302,-14.657,18.823,12.229,-0.6764
6.098,6.36,18.302,-14.657,18.823,12.229,-0.6621
8.494,6.36,18.302,-14.657,18.823,12.229,-0.6128
8.584,6.36,18.302,-14.657,18.823,12.229,-0.6111
11.981,6.36,18.302,-14.657,18.823,12.229,-0.5521
13.035,6.36,18.302,-14.657,18.823,12.229,-0.5639
-11.505,-0.21,-3.418,8.142,-9.263,17.126,-0.0287
-10.092,-0.21,-3.418,8.142,-9.263,17.126,0.0452
-6.904,-0.21,-3.418,8.142,-9.263,17.126,0.0022
-4.395,-0.21,-3.418,8.142,-9.263,17.126,-0.046
-2.651,-0.21,-3.418,8.142,-9.263,17.126,-0.1507
-2.531,-0.21,-3.418,8.142,-9.263,17.126,-0.162
-2.111,-0.21,-3.418,8.142,-9.263,17.126,-0.1924
0.092,-0.21,-3.418,8.142,-9.263,17.126,-0.0578
0.213,-0.21,-3.418,8.142,-9.263,17.126,-0.0566
0.677,-0.21,-3.418,8.142,-9.263,17.126,-0.0708
2.308,-0.21,-3.418,8.142,-9.263,17.126,-0.1638
6.752,-0.21,-3.418,8.142,-9.263,17.126,-0.0058
9.645,-0.21,-3.418,8.142,-9.263,17.126,0.0559
11.844,-0.21,-3.418,8.142,-9.263,17.126,-0.0085
-13.96,9.12,-3.64,-3.615,-4.2,-11.271,-1.1849
-13.339,9.12,-3.64,-3.615,-4.2,-11.271,-1.2068
-7.965,9.12,-3.64,-3.615,-4.2,-11.271,-1.3518
-6.5,9.12,-3.64,-3.615,-4.2,-11.271,-1.3002
-2.069,9.12,-3.64,-3.615,-4.2,-11.271,-1.1488
-1.116,9.12,-3.64,-3.615,-4.2,-11.271,-1.1306
-0.443,9.12,-3.64,-3.615,-4.2,-11.271,-1.1241
-0.294,9.12,-3.64,-3.615,-4.2,-11.271,-1.1233
2.277,9.12,-3.64,-3.615,-4.2,-11.271,-1.1411
5.542,9.12,-3.64,-3.615,-4.2,-11.271,-1.2261
7.057,9.12,-3.64,-3.615,-4.2,-11.271,-1.2646
10.049,9.12,-3.64,-3.615,-4.2,-11.271,-1.3376
10.081,9.12,-3.64,-3.615,-4.2,-11.271,-1.3387
11.35,9.12,-3.64,-3.615,-4.2,-11.271,-1.3404
-14.943,11.95,-10.509,-17.069,-1.926,-3.665,-1.502
-14.111,11.95,-10.509,-17.069,-1.926,-3.665,-1.5246
-11.584,11.95,-10.509,-17.069,-1.926,-3.665,-1.5958
-9.523,11.95,-10.509,-17.069,-1.926,-3.665,-1.6623
-3.169,11.95,-10.509,-17.069,-1.926,-3.665,-1.8931
-2.854,11.95,-10.509,-17.069,-1.926,-3.665,-1.8837
0.714,11.95,-10.509,-17.069,-1.926,-3.665,-1.8221
2.019,11.95,-10.509,-17.069,-1.926,-3.665,-1.8222
3.251,11.95,-10.509,-17.069,-1.926,-3.665,-1.8332
6.314,11.95,-10.509,-17.069,-1.926,-3.665,-1.8608
11.108,11.95,-10.509,-17.069,-1.926,-3.665,-1.6527
11.335,11.95,-10.509,-17.069,-1.926,-3.665,-1.646
11.623,11.95,-10.509,-17.069,-1.926,-3.665,-1.6377
14.637,11.95,-10.509,-17.069,-1.926,-3.665,-1.5556
-14.611,-2.53,-6.818,-9.133,-19.762,13.628,-0.0384
-9.522,-2.53,-6.818,-9.133,-19.762,13.628,0.0582
-8.298,-2.53,-6.818,-9.133,-19.762,13.628,0.1389
-4.674,-2.53,-6.818,-9.133,-19.762,13.628,0.142
-2.885,-2.53,-6.818,-9.133,-19.762,13.628,0.1043
-2.1,-2.53,-6.818,-9.133,-19.762,13.628,0.0888
1.413,-2.53,-6.818,-9.133,-19.762,13.628,0.0774
1.911,-2.53,-6.818,-9.133,-19.762,13.628,0.085
2.356,-2.53,-6.818,-9.133,-19.762,13.628,0.0928
6.14,-2.53,-6.818,-9.133,-19.762,13.628,0.1751
6.989,-2.53,-6.818,-9.133,-19.762,13.628,0.1903
10.893,-2.53,-6.818,-9.133,-19.762,13.628,0.0518
11.402,-2.53,-6.818,-9.133,-19.762,13.628,0.0294
13.13,-2.53,-6.818,-9.133,-19.762,13.628,-0.0341
-13.26,-11.09,12.007,13.662,-9.251,14.753,1.2346
-13.118,-11.09,12.007,13.662,-9.251,14.753,1.2377
-12.359,-11.09,12.007,13.662,-9.251,14.753,1.2543
-7.1,-11.09,12.007,13.662,-9.251,14.753,1.3778
-4.887,-11.09,12.007,13.662,-9.251,14.753,1.4025
-0.489,-11.09,12.007,13.662,-9.251,14.753,1.403
1.359,-11.09,12.007,13.662,-9.251,14.753,1.3954
4.861,-11.09,12.007,13.662,-9.251,14.753,1.3744
5.358,-11.09,12.007,13.662,-9.251,14.753,1.3706
7.175,-11.09,12.007,13.662,-9.251,14.753,1.3549
9.191,-11.09,12.007,13.662,-9.251,14.753,1.3361
9.973,-11.09,12.007,13.662,-9.251,14.753,1.3281
12.45,-11.09,12.007,13.662,-9.251,14.753,1.2742
12.727,-11.09,12.007,13.662,-9.251,14.753,1.2672
-14.472,0.74,18.767,-17.453,-1.75,13.68,-0.2262
-12.05,0.74,18.767,-17.453,-1.75,13.68,-0.2041
-11.162,0.74,18.767,-17.453,-1.75,13.68,-0.1927
-9.077,0.74,18.767,-17.453,-1.75,13.68,-0.1434
-5.096,0.74,18.767,-17.453,-1.75,13.68,-0.1503
-0.229,0.74,18.767,-17.453,-1.75,13.68,-0.1915
0.842,0.74,18.767,-17.453,-1.75,13.68,-0.189
4.791,0.74,18.767,-17.453,-1.75,13.68,-0.1662
5.953,0.74,18.767,-17.453,-1.75,13.68,-0.1824
6.566,0.74,18.767,-17.453,-1.75,13.68,-0.1897
8.405,0.74,18.767,-17.453,-1.75,13.68,-0.2068
9.966,0.74,18.767,-17.453,-1.75,13.68,-0.2085
13.919,0.74,18.767,-17.453,-1.75,13.68,-0.2231
14.423,0.74,18.767,-17.453,-1.75,13.68,-0.2273
-11.42,9.93,0.345,19.086,19.192,1.05,-0.8804
-6.914,9.93,0.345,19.086,19.192,1.05,-0.9855
-6.608,9.93,0.345,19.086,19.192,1.05,-0.9893
-5.465,9.93,0.345,19.086,19.192,1.05,-1.0
-4.77,9.93,0.345,19.086,19.192,1.05,-1.0045
-3.978,9.93,0.345,19.086,19.192,1.05,-1.0085
-1.791,9.93,0.345,19.086,19.192,1.05,-1.0125
-1.571,9.93,0.345,19.086,19.192,1.05,-1.0126
-0.172,9.93,0.345,19.086,19.192,1.05,-1.013
1.756,9.93,0.345,19.086,19.192,1.05,-1.0123
2.742,9.93,0.345,19.086,19.192,1.05,-1.0108
9.293,9.93,0.345,19.086,19.192,1.05,-0.9786
10.209,9.93,0.345,19.086,19.192,1.05,-0.9736
13.571,9.93,0.345,19.086,19.192,1.05,-0.9668
-12.118,-5.53,12.18,11.667,-0.189,-8.697,0.5096
-10.481,-5.53,12.18,11.667,-0.189,-8.697,0.5274
-4.609,-5.53,12.18,11.667,-0.189,-8.697,0.5521
-3.877,-5.53,12.18,11.667,-0.189,-8.697,0.5605
-2.57,-5.53,12.18,11.667,-0.189,-8.697,0.5676
-0.898,-5.53,12.18,11.667,-0.189,-8.697,0.5717
0.49,-5.53,12.18,11.667,-0.189,-8.697,0.5726
0.59,-5.53,12.18,11.667,-0.189,-8.697,0.5725
2.56,-5.53,12.18,11.667,-0.189,-8.697,0.568
4.643,-5.53,12.18,11.667,-0.189,-8.697,0.5567
4.981,-5.53,12.18,11.667,-0.189,-8.697,0.5537
7.594,-5.53,12.18,11.667,-0.189,-8.697,0.5056
7.778,-5.53,12.18,11.667,-0.189,-8.697,0.5014
8.116,-5.53,12.18,11.667,-0.189,-8.697,0.4944
-10.235,-7.9,14.229,-3.23,-15.665,-6.755,0.6364
-9.276,-7.9,14.229,-3.23,-15.665,-6.755,0.6765
-8.085,-7.9,14.229,-3.23,-15.665,-6.755,0.6982
-8.007,-7.9,14.229,-3.23,-15.665,-6.755,0.6978
-4.255,-7.9,14.229,-3.23,-15.665,-6.755,0.7172
-2.744,-7.9,14.229,-3.23,-15.665,-6.755,0.724
-1.726,-7.9,14.229,-3.23,-15.665,-6.755,0.7268
1.235,-7.9,14.229,-3.23,-15.665,-6.755,0.7315
2.022,-7.9,14.229,-3.23,-15.665,-6.755,0.7322
5.749,-7.9,14.229,-3.23,-15.665,-6.755,0.7072
9.869,-7.9,14.229,-3.23,-15.665,-6.755,0.6221
9.904,-7.9,14.229,-3.23,-15.665,-6.755,0.6212
11.577,-7.9,14.229,-3.23,-15.665,-6.755,0.5861
13.236,-7.9,14.229,-3.23,-15.665,-6.755,0.568
-13.045,-14.53,14.359,18.634,5.697,13.656,2.0592
-11.317,-14.53,14.359,18.634,5.697,13.656,2.0995
-8.914,-14.53,14.359,18.634,5.697,13.656,2.1538
-8.5,-14.53,14.359,18.634,5.697,13.656,2.1628
-7.36,-14.53,14.359,18.634,5.697,13.656,2.1862
-7.092,-14.53,14.359,18.634,5.697,13.656,2.1915
-5.647,-14.53,14.359,18.634,5.697,13.656,2.2189
-3.272,-14.53,14.359,18.634,5.697,13.656,2.253
0.452,-14.53,14.359,18.634,5.697,13.656,2.2761
0.464,-14.53,14.359,18.634,5.697,13.656,2.2761
1.848,-14.53,14.359,18.634,5.697,13.656,2.2703
5.743,-14.53,14.359,18.634,5.697,13.656,2.2163
6.229,-14.53,14.359,18.634,5.697,13.656,2.2079
9.657,-14.53,14.359,18.634,5.697,13.656,2.1372
-13.373,4.45,12.415,-2.357,2.334,-1.21,-0.4773
-11.747,4.45,12.415,-2.357,2.334,-1.21,-0.4917
-9.033,4.45,12.415,-2.357,2.334,-1.21,-0.5257
-5.648,4.45,12.415,-2.357,2.334,-1.21,-0.5254
-2.433,4.45,12.415,-2.357,2.334,-1.21,-0.4927
-0.818,4.45,12.415,-2.357,2.334,-1.21,-0.4777
-0.71,4.45,12.415,-2.357,2.334,-1.21,-0.4772
0.714,4.45,12.415,-2.357,2.334,-1.21,-0.4778
1.913,4.45,12.415,-2.357,2.334,-1.21,-0.4864
4.7,4.45,12.415,-2.357,2.334,-1.21,-0.5188
8.131,4.45,12.415,-2.357,2.334,-1.21,-0.5506
8.132,4.45,12.415,-2.357,2.334,-1.21,-0.5506
8.943,4.45,12.415,-2.357,2.334,-1.21,-0.5452
10.483,4.45,12.415,-2.357,2.334,-1.21,-0.519
-9.738,5.07,-6.722,6.037,-2.467,-16.187,-0.5501
-8.941,5.07,-6.722,6.037,-2.467,-16.187,-0.5338
-6.431,5.07,-6.722,6.037,-2.467,-16.187,-0.5193
-6.057,5.07,-6.722,6.037,-2.467,-16.187,-0.5293
-4.809,5.07,-6.722,6.037,-2.467,-16.187,-0.5535
-3.943,5.07,-6.722,6.037,-2.467,-16.187,-0.56
-2.647,5.07,-6.722,6.037,-2.467,-16.187,-0.5594
-1.185,5.07,-6.722,6.037,-2.467,-16.187,-0.5552
-0.718,5.07,-6.722,6.037,-2.467,-16.187,-0.5543
2.428,5.07,-6.722,6.037,-2.467,-16.187,-0.5519
6.573,5.07,-6.722,6.037,-2.467,-16.187,-0.5305
8.305,5.07,-6.722,6.037,-2.467,-16.187,-0.495
8.374,5.07,-6.722,6.037,-2.467,-16.187,-0.494
10.838,5.07,-6.722,6.037,-2.467,-16.187,-0.5131
-14.867,7.85,-13.796,16.884,17.904,16.165,-0.433
-14.612,7.85,-13.796,16.884,17.904,16.165,-0.4412
-14.531,7.85,-13.796,16.884,17.904,16.165,-0.4443
-14.249,7.85,-13.796,16.884,17.904,16.165,-0.4564
-9.263,7.85,-13.796,16.884,17.904,16.165,-0.5579
-8.468,7.85,-13.796,16.884,17.904,16.165,-0.5703
-4.821,7.85,-13.796,16.884,17.904,16.165,-0.6083
2.122,7.85,-13.796,16.884,17.904,16.165,-0.6364
2.468,7.85,-13.796,16.884,17.904,16.165,-0.6339
3.813,7.85,-13.796,16.884,17.904,16.165,-0.6215
7.021,7.85,-13.796,16.884,17.904,16.165,-0.5856
8.576,7.85,-13.796,16.884,17.904,16.165,-0.5679
8.626,7.85,-13.796,16.884,17.904,16.165,-0.5672
10.935,7.85,-13.796,16.884,17.904,16.165,-0.5265
-13.688,12.08,4.837,10.316,-7.006,12.039,-1.6906
-11.665,12.08,4.837,10.316,-7.006,12.039,-1.7237
-11.601,12.08,4.837,10.316,-7.006,12.039,-1.7248
-8.208,12.08,4.837,10.316,-7.006,12.039,-1.7637
-7.989,12.08,4.837,10.316,-7.006,12.039,-1.7627
-7.728,12.08,4.837,10.316,-7.006,12.039,-1.7606
-6.645,12.08,4.837,10.316,-7.006,12.039,-1.741
-5.76,12.08,4.837,10.316,-7.006,12.039,-1.7179
-2.796,12.08,4.837,10.316,-7.006,12.039,-1.6421
-1.595,12.08,4.837,10.316,-7.006,12.039,-1.6216
1.62,12.08,4.837,10.316,-7.006,12.039,-1.6058
5.643,12.08,4.837,10.316,-7.006,12.039,-1.6615
6.057,12.08,4.837,10.316,-7.006,12.039,-1.6719
10.386,12.08,4.837,10.316,-7.006,12.039,-1.7309
-12.557,5.05,-2.935,-7.016,-8.478,-7.483,-0.7702
-10.511,5.05,-2.935,-7.016,-8.478,-7.483,-0.7322
-8.326,5.05,-2.935,-7.016,-8.478,-7.483,-0.6726
-8.205,5.05,-2.935,-7.016,-8.478,-7.483,-0.6669
-7.529,5.05,-2.935,-7.016,-8.478,-7.483,-0.6283
-6.767,5.05,-2.935,-7.016,-8.478,-7.483,-0.5781
-5.763,5.05,-2.935,-7.016,-8.478,-7.483,-0.5526
-5.198,5.05,-2.935,-7.016,-8.478,-7.483,-0.5698
1.439,5.05,-2.935,-7.016,-8.478,-7.483,-0.6252
2.736,5.05,-2.935,-7.016,-8.478,-7.483,-0.628
4.371,5.05,-2.935,-7.016,-8.478,-7.483,-0.6202
5.892,5.05,-2.935,-7.016,-8.478,-7.483,-0.5936
10.179,5.05,-2.935,-7.016,-8.478,-7.483,-0.6863
11.453,5.05,-2.935,-7.016,-8.478,-7.483,-0.7094
-14.672,7.95,-14.972,4.633,13.112,-7.594,-0.5695
-7.341,7.95,-14.972,4.633,13.112,-7.594,-0.7732
-3.798,7.95,-14.972,4.633,13.112,-7.594,-0.7862
-2.172,7.95,-14.972,4.633,13.112,-7.594,-0.7813
-0.937,7.95,-14.972,4.633,13.112,-7.594,-0.7801
0.719,7.95,-14.972,4.633,13.112,-7.594,-0.7791
0.914,7.95,-14.972,4.633,13.112,-7.594,-0.7789
4.72,7.95,-14.972,4.633,13.112,-7.594,-0.7743
5.78,7.95,-14.972,4.633,13.112,-7.594,-0.7707
6.352,7.95,-14.972,4.633,13.112,-7.594,-0.7676
7.909,7.95,-14.972,4.633,13.112,-7.594,-0.7458
10.317,7.95,-14.972,4.633,13.112,-7.594,-0.6868
10.37,7.95,-14.972,4.633,13.112,-7.594,-0.6857
13.372,7.95,-14.972,4.633,13.112,-7.594,-0.6203
-13.75,-7.74,-14.792,-2.905,-1.697,3.317,0.8503
-12.384,-7.74,-14.792,-2.905,-1.697,3.317,0.9427
-12.359,-7.74,-14.792,-2.905,-1.697,3.317,0.9432
-12.166,-7.74,-14.792,-2.905,-1.697,3.317,0.9469
-10.916,-7.74,-14.792,-2.905,-1.697,3.317,0.9634
-7.79,-7.74,-14.792,-2.905,-1.697,3.317,0.9464
-2.599,-7.74,-14.792,-2.905,-1.697,3.317,0.925
-0.367,-7.74,-14.792,-2.905,-1.697,3.317,0.9363
2.614,-7.74,-14.792,-2.905,-1.697,3.317,0.9447
4.052,-7.74,-14.792,-2.905,-1.697,3.317,0.9453
5.264,-7.74,-14.792,-2.905,-1.697,3.317,0.9402
7.599,-7.74,-14.792,-2.905,-1.697,3.317,0.9341
9.696,-7.74,-14.792,-2.905,-1.697,3.317,0.9692
10.824,-7.74,-14.792,-2.905,-1.697,3.317,0.9863
-12.627,-9.11,17.799,-13.141,5.62,-9.041,1.0936
-8.538,-9.11,17.799,-13.141,5.62,-9.041,1.1634
-6.727,-9.11,17.799,-13.141,5.62,-9.041,1.0812
-6.328,-9.11,17.799,-13.141,5.62,-9.041,1.0654
-2.27,-9.11,17.799,-13.141,5.62,-9.041,0.9245
-0.221,-9.11,17.799,-13.141,5.62,-9.041,0.9064
5.582,-9.11,17.799,-13.141,5.62,-9.041,0.989
6.357,-9.11,17.799,-13.141,5.62,-9.041,1.0135
7.503,-9.11,17.799,-13.141,5.62,-9.041,1.0489
7.69,-9.11,17.799,-13.141,5.62,-9.041,1.0543
7.782,-9.11,17.799,-13.141,5.62,-9.041,1.057
8.276,-9.11,17.799,-13.141,5.62,-9.041,1.0708
11.117,-9.11,17.799,-13.141,5.62,-9.041,1.151
14.371,-9.11,17.799,-13.141,5.62,-9.041,1.0356
-13.942,-4.8,-15.407,-9.629,17.884,4.581,0.8725
-13.888,-4.8,-15.407,-9.629,17.884,4.581,0.8747
-12.279,-4.8,-15.407,-9.629,17.884,4.581,0.8969
-12.122,-4.8,-15.407,-9.629,17.884,4.581,0.8907
-12.007,-4.8,-15.407,-9.629,17.884,4.581,0.8853
-11.392,-4.8,-15.407,-9.629,17.884,4.581,0.8527
-8.197,-4.8,-15.407,-9.629,17.884,4.581,0.6699
-6.917,-4.8,-15.407,-9.629,17.884,4.581,0.6145
-6.257,-4.8,-15.407,-9.629,17.884,4.581,0.609
2.64,-4.8,-15.407,-9.629,17.884,4.581,0.6798
4.675,-4.8,-15.407,-9.629,17.884,4.581,0.6873
5.391,-4.8,-15.407,-9.629,17.884,4.581,0.6827
8.234,-4.8,-15.407,-9.629,17.884,4.581,0.6946
11.365,-4.8,-15.407,-9.629,17.884,4.581,0.7955
-10.394,14.8,15.537,11.863,6.012,3.811,-2.059
-9.786,14.8,15.537,11.863,6.012,3.811,-2.0685
-8.582,14.8,15.537,11.863,6.012,3.811,-2.0873
-8.156,14.8,15.537,11.863,6.012,3.811,-2.094
-6.52,14.8,15.537,11.863,6.012,3.811,-2.1187
-1.909,14.8,15.537,11.863,6.012,3.811,-2.1435
-1.896,14.8,15.537,11.863,6.012,3.811,-2.1434
0.393,14.8,15.537,11.863,6.012,3.811,-2.127
1.181,14.8,15.537,11.863,6.012,3.811,-2.121
3.116,14.8,15.537,11.863,6.012,3.811,-2.111
8.155,14.8,15.537,11.863,6.012,3.811,-2.1282
8.318,14.8,15.537,11.863,6.012,3.811,-2.1285
11.057,14.8,15.537,11.863,6.012,3.811,-2.111
12.393,14.8,15.537,11.863,6.012,3.811,-2.0943
-12.435,1.23,-0.314,12.131,-2.357,-9.19,-0.097
-11.1,1.23,-0.314,12.131,-2.357,-9.19,-0.0987
-9.533,1.23,-0.314,12.131,-2.357,-9.19,-0.1148
-8.891,1.23,-0.314,12.131,-2.357,-9.19,-0.121
-7.183,1.23,-0.314,12.131,-2.357,-9.19,-0.1288
-4.285,1.23,-0.314,12.131,-2.357,-9.19,-0.1398
-3.725,1.23,-0.314,12.131,-2.357,-9.19,-0.1483
-0.363,1.23,-0.314,12.131,-2.357,-9.19,-0.1415
0.78,1.23,-0.314,12.131,-2.357,-9.19,-0.143
1.209,1.23,-0.314,12.131,-2.357,-9.19,-0.1479
4.071,1.23,-0.314,12.131,-2.357,-9.19,-0.1485
4.646,1.23,-0.314,12.131,-2.357,-9.19,-0.1428
6.855,1.23,-0.314,12.131,-2.357,-9.19,-0.134
10.43,1.23,-0.314,12.131,-2.357,-9.19,-0.1123
-13.952,-14.41,3.189,-11.314,17.954,-10.594,2.0152
-13.9,-14.41,3.189,-11.314,17.954,-10.594,2.0158
-11.509,-14.41,3.189,-11.314,17.954,-10.594,2.0428
-1.696,-14.41,3.189,-11.314,17.954,-10.594,2.112
-0.712,-14.41,3.189,-11.314,17.954,-10.594,2.1034
-0.207,-14.41,3.189,-11.314,17.954,-10.594,2.0993
-0.084,-14.41,3.189,-11.314,17.954,-10.594,2.0983
2.007,-14.41,3.189,-11.314,17.954,-10.594,2.0862
2.048,-14.41,3.189,-11.314,17.954,-10.594,2.0861
5.655,-14.41,3.189,-11.314,17.954,-10.594,2.08
8.974,-14.41,3.189,-11.314,17.954,-10.594,2.0616
10.34,-14.41,3.189,-11.314,17.954,-10.594,2.0463
10.365,-14.41,3.189,-11.314,17.954,-10.594,2.046
10.911,-14.41,3.189,-11.314,17.954,-10.594,2.0392
-9.016,-8.16,18.826,-17.218,7.563,-1.712,1.128
-6.964,-8.16,18.826,-17.218,7.563,-1.712,0.9948
-4.928,-8.16,18.826,-17.218,7.563,-1.712,0.8866
-2.105,-8.16,18.826,-17.218,7.563,-1.712,0.7823
-1.244,-8.16,18.826,-17.218,7.563,-1.712,0.776
-1.125,-8.16,18.826,-17.218,7.563,-1.712,0.7759
0.176,-8.16,18.826,-17.218,7.563,-1.712,0.7784
1.069,-8.16,18.826,-17.218,7.563,-1.712,0.7811
1.708,-8.16,18.826,-17.218,7.563,-1.712,0.7832
1.903,-8.16,18.826,-17.218,7.563,-1.712,0.784
4.025,-8.16,18.826,-17.218,7.563,-1.712,0.8064
6.355,-8.16,18.826,-17.218,7.563,-1.712,0.8732
8.009,-8.16,18.826,-17.218,7.563,-1.712,0.9272
11.372,-8.16,18.826,-17.218,7.563,-1.712,1.0156
-13.419,-7.01,-0.379,9.191,-2.997,-2.13,0.7567
-12.456,-7.01,-0.379,9.191,-2.997,-2.13,0.7735
-12.025,-7.01,-0.379,9.191,-2.997,-2.13,0.7811
-8.521,-7.01,-0.379,9.191,-2.997,-2.13,0.7971
-6.472,-7.01,-0.379,9.191,-2.997,-2.13,0.7707
-3.336,-7.01,-0.379,9.191,-2.997,-2.13,0.7983
0.494,-7.01,-0.379,9.191,-2.997,-2.13,0.8012
1.341,-7.01,-0.379,9.191,-2.997,-2.13,0.8025
3.268,-7.01,-0.379,9.191,-2.997,-2.13,0.8068
3.821,-7.01,-0.379,9.191,-2.997,-2.13,0.8071
7.463,-7.01,-0.379,9.191,-2.997,-2.13,0.7741
8.368,-7.01,-0.379,9.191,-2.997,-2.13,0.7631
10.673,-7.01,-0.379,9.191,-2.997,-2.13,0.7667
12.107,-7.01,-0.379,9.191,-2.997,-2.13,0.7646
-13.716,11.0,13.555,-3.232,16.205,19.253,-1.2079
-12.004,11.0,13.555,-3.232,16.205,19.253,-1.2261
-11.318,11.0,13.555,-3.232,16.205,19.253,-1.2324
-10.462,11.0,13.555,-3.232,16.205,19.253,-1.2393
-10.29,11.0,13.555,-3.232,16.205,19.253,-1.2405
-6.572,11.0,13.555,-3.232,16.205,19.253,-1.2472
-1.867,11.0,13.555,-3.232,16.205,19.253,-1.2408
-0.743,11.0,13.555,-3.232,16.205,19.253,-1.2402
-0.399,11.0,13.555,-3.232,16.205,19.253,-1.2406
0.838,11.0,13.555,-3.232,16.205,19.253,-1.2438
1.329,11.0,13.555,-3.232,16.205,19.253,-1.2458
1.957,11.0,13.555,-3.232,16.205,19.253,-1.2488
4.53,11.0,13.555,-3.232,16.205,19.253,-1.2648
8.505,11.0,13.555,-3.232,16.205,19.253,-1.2778
-11.92,11.75,-16.918,-18.231,4.816,-15.326,-1.4154
-11.28,11.75,-16.918,-18.231,4.816,-15.326,-1.4312
-9.976,11.75,-16.918,-18.231,4.816,-15.326,-1.465
-7.849,11.75,-16.918,-18.231,4.816,-15.326,-1.5269
-7.675,11.75,-16.918,-18.231,4.816,-15.326,-1.5323
-7.207,11.75,-16.918,-18.231,4.816,-15.326,-1.5469
-4.554,11.75,-16.918,-18.231,4.816,-15.326,-1.6027
-4.032,11.75,-16.918,-18.231,4.816,-15.326,-1.6051
-1.244,11.75,-16.918,-18.231,4.816,-15.326,-1.5968
0.589,11.75,-16.918,-18.231,4.816,-15.326,-1.5894
8.277,11.75,-16.918,-18.231,4.816,-15.326,-1.5505
9.559,11.75,-16.918,-18.231,4.816,-15.326,-1.5094
11.818,11.75,-16.918,-18.231,4.816,-15.326,-1.4437
13.192,11.75,-16.918,-18.231,4.816,-15.326,-1.4067
-9.407,-11.56,-16.426,9.283,-5.905,-0.42,1.5982
-7.526,-11.56,-16.426,9.283,-5.905,-0.42,1.6344
-7.01,-11.56,-16.426,9.283,-5.905,-0.42,1.631
-6.767,-11.56,-16.426,9.283,-5.905,-0.42,1.6283
-5.819,-11.56,-16.426,9.283,-5.905,-0.42,1.6146
-4.568,-11.56,-16.426,9.283,-5.905,-0.42,1.598
-4.511,-11.56,-16.426,9.283,-5.905,-0.42,1.5973
0.22,-11.56,-16.426,9.283,-5.905,-0.42,1.5515
2.426,-11.56,-16.426,9.283,-5.905,-0.42,1.5525
3.621,-11.56,-16.426,9.283,-5.905,-0.42,1.5568
5.857,-11.56,-16.426,9.283,-5.905,-0.42,1.5708
9.026,-11.56,-16.426,9.283,-5.905,-0.42,1.5933
