ALPHA,BETA,DEFL_1_1,DEFL_1_2,DEFL_1_3,DEFL_1_4,CLN
4.311,-11.0,-10.664,-13.606,14.859,19.798,-0.1082
5.012,-11.0,-10.664,-13.606,14.859,19.798,-0.1123
5.174,-11.0,-10.664,-13.606,14.859,19.798,-0.1132
7.733,-11.0,-10.664,-13.606,14.859,19.798,-0.1172
10.956,-11.0,-10.664,-13.606,14.859,19.798,-0.0778
12.511,-11.0,-10.664,-13.606,14.859,19.798,-0.0586
12.941,-11.0,-10.664,-13.606,14.859,19.798,-0.0536
-13.616,-9.26,5.724,4.623,12.867,-2.896,-0.0749
-13.414,-9.26,5.724,4.623,12.867,-2.896,-0.0775
-13.258,-9.26,5.724,4.623,12.867,-2.896,-0.0796
-13.217,-9.26,5.724,4.623,12.867,-2.896,-0.0802
-12.524,-9.26,5.724,4.623,12.867,-2.896,-0.0904
-11.617,-9.26,5.724,4.623,12.867,-2.896,-0.1064
-10.939,-9.26,5.724,4.623,12.867,-2.896,-0.1216
-3.169,-9.26,5.724,4.623,12.867,-2.896,-0.0675
-2.533,-9.26,5.724,4.623,12.867,-2.896,-0.0616
-2.445,-9.26,5.724,4.623,12.867,-2.896,-0.0609
0.495,-9.26,5.724,4.623,12.867,-2.896,-0.0506
3.007,-9.26,5.724,4.623,12.867,-2.896,-0.0581
8.386,-9.26,5.724,4.623,12.867,-2.896,-0.1069
12.74,-9.26,5.724,4.623,12.867,-2.896,-0.1
-14.269,3.53,11.707,-4.523,12.839,-0.516,-0.0344
-12.421,3.53,11.707,-4.523,12.839,-0.516,-0.0305
-6.873,3.53,11.707,-4.523,12.839,-0.516,0.0155
0.065,3.53,11.707,-4.523,12.839,-0.516,-0.016
4.083,3.53,11.707,-4.523,12.839,-0.516,-0.0029
7.232,3.53,11.707,-4.523,12.839,-0.516,0.0146
7.796,3.53,11.707,-4.523,12.839,-0.516,0.0176
10.427,3.53,11.707,-4.523,12.839,-0.516,0.0027
10.875,3.53,11.707,-4.523,12.839,-0.516,-0.0007
11.768,3.53,11.707,-4.523,12.839,-0.516,-0.0071
12.084,3.53,11.707,-4.523,12.839,-0.516,-0.0099
12.21,3.53,11.707,-4.523,12.839,-0.516,-0.011
13.108,3.53,11.707,-4.523,12.839,-0.516,-0.0179
14.189,3.53,11.707,-4.523,12.839,-0.516,-0.0219
-14.725,12.36,8.062,1.053,13.068,6.337,0.0894
-14.62,12.36,8.062,1.053,13.068,6.337,0.0901
-13.809,12.36,8.062,1.053,13.068,6.337,0.0953
-13.573,12.36,8.062,1.053,13.068,6.337,0.0968
-13.331,12.36,8.062,1.053,13.068,6.337,0.0983
-9.978,12.36,8.062,1.053,13.068,6.337,0.1199
-7.911,12.36,8.062,1.053,13.068,6.337,0.1279
-4.668,12.36,8.062,1.053,13.068,6.337,0.1212
-4.506,12.36,8.062,1.053,13.068,6.337,0.1193
1.635,12.36,8.062,1.053,13.068,6.337,0.1364
1.821,12.36,8.062,1.053,13.068,6.337,0.1365
2.228,12.36,8.062,1.053,13.068,6.337,0.1368
6.491,12.36,8.062,1.053,13.068,6.337,0.1419
6.682,12.36,8.062,1.053,13.068,6.337,0.1422
-14.916,6.36,18.302,-14.657,18.823,12.229,-0.0149
-6.535,6.36,18.302,-14.657,18.823,12.229,0.0339
-6.115,6.36,18.302,-14.657,18.823,12.229,0.0392
-3.737,6.36,18.302,-14.657,18.823,12.229,0.0704
1.095,6.36,18.302,-14.657,18.823,12.229,0.0649
3.535,6.36,18.302,-14.657,18.823,12.229,0.0679
5.038,6.36,18.302,-14.657,18.823,12.229,0.0565
5.311,6.36,18.302,-14.657,18.823,12.229,0.054
5.462,6.36,18.302,-14.657,18.823,12.229,0.0527
6.098,6.36,18.302,-14.657,18.823,12.229,0.0469
8.494,6.36,18.302,-14.657,18.823,12.229,0.0265
8.584,6.36,18.302,-14.657,18.823,12.229,0.0258
11.981,6.36,18.302,-14.657,18.823,12.229,0.0012
13.035,6.36,18.302,-14.657,18.823,12.229,0.0036
-11.505,-0.21,-3.418,8.142,-9.263,17.126,-0.0261
-10.092,-0.21,-3.418,8.142,-9.263,17.126,-0.0485
-6.904,-0.21,-3.418,8.142,-9.263,17.126,-0.0348
-4.395,-0.21,-3.418,8.142,-9.263,17.126,-0.0199
-2.651,-0.21,-3.418,8.142,-9.263,17.126,0.0123
-2.531,-0.21,-3.418,8.142,-9.263,17.126,0.0158
-2.111,-0.21,-3.418,8.142,-9.263,17.126,0.0252
0.092,-0.21,-3.418,8.142,-9.263,17.126,-0.016
0.213,-0.21,-3.418,8.142,-9.263,17.126,-0.0164
0.677,-0.21,-3.418,8.142,-9.263,17.126,-0.012
2.308,-0.21,-3.418,8.142,-9.263,17.126,0.017
6.752,-0.21,-3.418,8.142,-9.263,17.126,-0.0308
9.645,-0.21,-3.418,8.142,-9.263,17.126,-0.0497
11.844,-0.21,-3.418,8.142,-9.263,17.126,-0.0301
-13.96,9.12,-3.64,-3.615,-4.2,-11.271,0.079
-13.339,9.12,-3.64,-3.615,-4.2,-11.271,0.0857
-7.965,9.12,-3.64,-3.615,-4.2,-11.271,0.1298
-6.5,9.12,-3.64,-3.615,-4.2,-11.271,0.1147
-2.069,9.12,-3.64,-3.615,-4.2,-11.271,0.0719
-1.116,9.12,-3.64,-3.615,-4.2,-11.271,0.0667
-0.443,9.12,-3.64,-3.615,-4.2,-11.271,0.0649
-0.294,9.12,-3.64,-3.615,-4.2,-11.271,0.0647
2.277,9.12,-3.64,-3.615,-4.2,-11.271,0.0691
5.542,9.12,-3.64,-3.615,-4.2,-11.271,0.0919
7.057,9.12,-3.64,-3.615,-4.2,-11.271,0.1024
10.049,9.12,-3.64,-3.615,-4.2,-11.271,0.125
10.081,9.12,-3.64,-3.615,-4.2,-11.271,0.1253
11.35,9.12,-3.64,-3.615,-4.2,-11.271,0.1272
-14.943,11.95,-10.509,-17.069,-1.926,-3.665,0.1338
-14.111,11.95,-10.509,-17.069,-1.926,-3.665,0.1412
-11.584,11.95,-10.509,-17.069,-1.926,-3.665,0.166
-9.523,11.95,-10.509,-17.069,-1.926,-3.665,0.1897
-3.169,11.95,-10.509,-17.069,-1.926,-3.665,0.2694
-2.854,11.95,-10.509,-17.069,-1.926,-3.665,0.2667
0.714,11.95,-10.509,-17.069,-1.926,-3.665,0.248
2.019,11.95,-10.509,-17.069,-1.926,-3.665,0.2474
3.251,11.95,-10.509,-17.069,-1.926,-3.665,0.2498
6.314,11.95,-10.509,-17.069,-1.926,-3.665,0.2551
11.108,11.95,-10.509,-17.069,-1.926,-3.665,0.1832
11.335,11.95,-10.509,-17.069,-1.926,-3.665,0.1808
11.623,11.95,-10.509,-17.069,-1.926,-3.665,0.1778
14.637,11.95,-10.509,-17.069,-1.926,-3.665,0.1483
-14.611,-2.53,-6.818,-9.133,-19.762,13.628,0.0039
-9.522,-2.53,-6.818,-9.133,-19.762,13.628,-0.0208
-8.298,-2.53,-6.818,-9.133,-19.762,13.628,-0.0451
-4.674,-2.53,-6.818,-9.133,-19.762,13.628,-0.0484
-2.885,-2.53,-6.818,-9.133,-19.762,13.628,-0.0384
-2.1,-2.53,-6.818,-9.133,-19.762,13.628,-0.0342
1.413,-2.53,-6.818,-9.133,-19.762,13.628,-0.0312
1.911,-2.53,-6.818,-9.133,-19.762,13.628,-0.0332
2.356,-2.53,-6.818,-9.133,-19.762,13.628,-0.0352
6.14,-2.53,-6.818,-9.133,-19.762,13.628,-0.0572
6.989,-2.53,-6.818,-9.133,-19.762,13.628,-0.0612
10.893,-2.53,-6.818,-9.133,-19.762,13.628,-0.0209
11.402,-2.53,-6.818,-9.133,-19.762,13.628,-0.0147
13.13,-2.53,-6.818,-9.133,-19.762,13.628,0.002
-13.26,-11.09,12.007,13.662,-9.251,14.753,-0.1671
-13.118,-11.09,12.007,13.662,-9.251,14.753,-0.1682
-12.359,-11.09,12.007,13.662,-9.251,14.753,-0.1742
-7.1,-11.09,12.007,13.662,-9.251,14.753,-0.2184
-4.887,-11.09,12.007,13.662,-9.251,14.753,-0.2285
-0.489,-11.09,12.007,13.662,-9.251,14.753,-0.2315
1.359,-11.09,12.007,13.662,-9.251,14.753,-0.2287
4.861,-11.09,12.007,13.662,-9.251,14.753,-0.2187
5.358,-11.09,12.007,13.662,-9.251,14.753,-0.2169
7.175,-11.09,12.007,13.662,-9.251,14.753,-0.21
9.191,-11.09,12.007,13.662,-9.251,14.753,-0.2027
9.973,-11.09,12.007,13.662,-9.251,14.753,-0.1994
12.45,-11.09,12.007,13.662,-9.251,14.753,-0.1796
12.727,-11.09,12.007,13.662,-9.251,14.753,-0.1771
-14.472,0.74,18.767,-17.453,-1.75,13.68,-0.0709
-12.05,0.74,18.767,-17.453,-1.75,13.68,-0.078
-11.162,0.74,18.767,-17.453,-1.75,13.68,-0.0815
-9.077,0.74,18.767,-17.453,-1.75,13.68,-0.0964
-5.096,0.74,18.767,-17.453,-1.75,13.68,-0.0923
-0.229,0.74,18.767,-17.453,-1.75,13.68,-0.0771
0.842,0.74,18.767,-17.453,-1.75,13.68,-0.0781
4.791,0.74,18.767,-17.453,-1.75,13.68,-0.0871
5.953,0.74,18.767,-17.453,-1.75,13.68,-0.0828
6.566,0.74,18.767,-17.453,-1.75,13.68,-0.0809
8.405,0.74,18.767,-17.453,-1.75,13.68,-0.0767
9.966,0.74,18.767,-17.453,-1.75,13.68,-0.0767
13.919,0.74,18.767,-17.453,-1.75,13.68,-0.0728
14.423,0.74,18.767,-17.453,-1.75,13.68,-0.0715
-11.42,9.93,0.345,19.086,19.192,1.05,0.0765
-6.914,9.93,0.345,19.086,19.192,1.05,0.1112
-6.608,9.93,0.345,19.086,19.192,1.05,0.1128
-5.465,9.93,0.345,19.086,19.192,1.05,0.1175
-4.77,9.93,0.345,19.086,19.192,1.05,0.1198
-3.978,9.93,0.345,19.086,19.192,1.05,0.1221
-1.791,9.93,0.345,19.086,19.192,1.05,0.1257
-1.571,9.93,0.345,19.086,19.192,1.05,0.1259
-0.172,9.93,0.345,19.086,19.192,1.05,0.1266
1.756,9.93,0.345,19.086,19.192,1.05,0.1262
2.742,9.93,0.345,19.086,19.192,1.05,0.1251
9.293,9.93,0.345,19.086,19.192,1.05,0.1112
10.209,9.93,0.345,19.086,19.192,1.05,0.1103
13.571,9.93,0.345,19.086,19.192,1.05,0.1081
-12.118,-5.53,12.18,11.667,-0.189,-8.697,-0.0732
-10.481,-5.53,12.18,11.667,-0.189,-8.697,-0.0751
-4.609,-5.53,12.18,11.667,-0.189,-8.697,-0.0834
-3.877,-5.53,12.18,11.667,-0.189,-8.697,-0.0871
-2.57,-5.53,12.18,11.667,-0.189,-8.697,-0.0909
-0.898,-5.53,12.18,11.667,-0.189,-8.697,-0.0934
0.49,-5.53,12.18,11.667,-0.189,-8.697,-0.0938
0.59,-5.53,12.18,11.667,-0.189,-8.697,-0.0937
2.56,-5.53,12.18,11.667,-0.189,-8.697,-0.0909
4.643,-5.53,12.18,11.667,-0.189,-8.697,-0.0846
4.981,-5.53,12.18,11.667,-0.189,-8.697,-0.0831
7.594,-5.53,12.18,11.667,-0.189,-8.697,-0.0658
7.778,-5.53,12.18,11.667,-0.189,-8.697,-0.0645
8.116,-5.53,12.18,11.667,-0.189,-8.697,-0.0623
-10.235,-7.9,14.229,-3.23,-15.665,-6.755,-0.1378
-9.276,-7.9,14.229,-3.23,-15.665,-6.755,-0.1496
-8.085,-7.9,14.229,-3.23,-15.665,-6.755,-0.1563
-8.007,-7.9,14.229,-3.23,-15.665,-6.755,-0.1562
-4.255,-7.9,14.229,-3.23,-15.665,-6.755,-0.1655
-2.744,-7.9,14.229,-3.23,-15.665,-6.755,-0.1693
-1.726,-7.9,14.229,-3.23,-15.665,-6.755,-0.171
1.235,-7.9,14.229,-3.23,-15.665,-6.755,-0.173
2.022,-7.9,14.229,-3.23,-15.665,-6.755,-0.1727
5.749,-7.9,14.229,-3.23,-15.665,-6.755,-0.1614
9.869,-7.9,14.229,-3.23,-15.665,-6.755,-0.1344
9.904,-7.9,14.229,-3.23,-15.665,-6.755,-0.1341
11.577,-7.9,14.229,-3.23,-15.665,-6.755,-0.1261
13.236,-7.9,14.229,-3.23,-15.665,-6.755,-0.123
-13.045,-14.53,14.359,18.634,5.697,13.656,-0.2111
-11.317,-14.53,14.359,18.634,5.697,13.656,-0.2276
-8.914,-14.53,14.359,18.634,5.697,13.656,-0.2506
-8.5,-14.53,14.359,18.634,5.697,13.656,-0.2544
-7.36,-14.53,14.359,18.634,5.697,13.656,-0.2644
-7.092,-14.53,14.359,18.634,5.697,13.656,-0.2667
-5.647,-14.53,14.359,18.634,5.697,13.656,-0.2783
-3.272,-14.53,14.359,18.634,5.697,13.656,-0.2929
0.452,-14.53,14.359,18.634,5.697,13.656,-0.3023
0.464,-14.53,14.359,18.634,5.697,13.656,-0.3023
1.848,-14.53,14.359,18.634,5.697,13.656,-0.2999
5.743,-14.53,14.359,18.634,5.697,13.656,-0.2777
6.229,-14.53,14.359,18.634,5.697,13.656,-0.2741
9.657,-14.53,14.359,18.634,5.697,13.656,-0.2444
-13.373,4.45,12.415,-2.357,2.334,-1.21,-0.0378
-11.747,4.45,12.415,-2.357,2.334,-1.21,-0.0367
-9.033,4.45,12.415,-2.357,2.334,-1.21,-0.0294
-5.648,4.45,12.415,-2.357,2.334,-1.21,-0.0274
-2.433,4.45,12.415,-2.357,2.334,-1.21,-0.0328
-0.818,4.45,12.415,-2.357,2.334,-1.21,-0.0361
-0.71,4.45,12.415,-2.357,2.334,-1.21,-0.0362
0.714,4.45,12.415,-2.357,2.334,-1.21,-0.036
1.913,4.45,12.415,-2.357,2.334,-1.21,-0.0342
4.7,4.45,12.415,-2.357,2.334,-1.21,-0.028
8.131,4.45,12.415,-2.357,2.334,-1.21,-0.0226
8.132,4.45,12.415,-2.357,2.334,-1.21,-0.0226
8.943,4.45,12.415,-2.357,2.334,-1.21,-0.0244
10.483,4.45,12.415,-2.357,2.334,-1.21,-0.0318
-9.738,5.07,-6.722,6.037,-2.467,-16.187,0.0475
-8.941,5.07,-6.722,6.037,-2.467,-16.187,0.0416
-6.431,5.07,-6.722,6.037,-2.467,-16.187,0.037
-6.057,5.07,-6.722,6.037,-2.467,-16.187,0.0404
-4.809,5.07,-6.722,6.037,-2.467,-16.187,0.0498
-3.943,5.07,-6.722,6.037,-2.467,-16.187,0.053
-2.647,5.07,-6.722,6.037,-2.467,-16.187,0.0544
-1.185,5.07,-6.722,6.037,-2.467,-16.187,0.0542
-0.718,5.07,-6.722,6.037,-2.467,-16.187,0.0541
2.428,5.07,-6.722,6.037,-2.467,-16.187,0.052
6.573,5.07,-6.722,6.037,-2.467,-16.187,0.0397
8.305,5.07,-6.722,6.037,-2.467,-16.187,0.028
8.374,5.07,-6.722,6.037,-2.467,-16.187,0.0276
10.838,5.07,-6.722,6.037,-2.467,-16.187,0.035
-14.867,7.85,-13.796,16.884,17.904,16.165,0.0922
-14.612,7.85,-13.796,16.884,17.904,16.165,0.0946
-14.531,7.85,-13.796,16.884,17.904,16.165,0.0955
-14.249,7.85,-13.796,16.884,17.904,16.165,0.099
-9.263,7.85,-13.796,16.884,17.904,16.165,0.1249
-8.468,7.85,-13.796,16.884,17.904,16.165,0.1286
-4.821,7.85,-13.796,16.884,17.904,16.165,0.1434
2.122,7.85,-13.796,16.884,17.904,16.165,0.1561
2.468,7.85,-13.796,16.884,17.904,16.165,0.1551
3.813,7.85,-13.796,16.884,17.904,16.165,0.1502
7.021,7.85,-13.796,16.884,17.904,16.165,0.1367
8.576,7.85,-13.796,16.884,17.904,16.165,0.1312
8.626,7.85,-13.796,16.884,17.904,16.165,0.131
10.935,7.85,-13.796,16.884,17.904,16.165,0.1212
-13.688,12.08,4.837,10.316,-7.006,12.039,0.0623
-11.665,12.08,4.837,10.316,-7.006,12.039,0.0798
-11.601,12.08,4.837,10.316,-7.006,12.039,0.0804
-8.208,12.08,4.837,10.316,-7.006,12.039,0.105
-7.989,12.08,4.837,10.316,-7.006,12.039,0.1055
-7.728,12.08,4.837,10.316,-7.006,12.039,0.1057
-6.645,12.08,4.837,10.316,-7.006,12.039,0.103
-5.76,12.08,4.837,10.316,-7.006,12.039,0.0983
-2.796,12.08,4.837,10.316,-7.006,12.039,0.0814
-1.595,12.08,4.837,10.316,-7.006,12.039,0.0767
1.62,12.08,4.837,10.316,-7.006,12.039,0.073
5.643,12.08,4.837,10.316,-7.006,12.039,0.0858
6.057,12.08,4.837,10.316,-7.006,12.039,0.0884
10.386,12.08,4.837,10.316,-7.006,12.039,0.0986
-12.557,5.05,-2.935,-7.016,-8.478,-7.483,0.0595
-10.511,5.05,-2.935,-7.016,-8.478,-7.483,0.0425
-8.326,5.05,-2.935,-7.016,-8.478,-7.483,0.022
-8.205,5.05,-2.935,-7.016,-8.478,-7.483,0.0202
-7.529,5.05,-2.935,-7.016,-8.478,-7.483,0.0083
-6.767,5.05,-2.935,-7.016,-8.478,-7.483,-0.0069
-5.763,5.05,-2.935,-7.016,-8.478,-7.483,-0.0138
-5.198,5.05,-2.935,-7.016,-8.478,-7.483,-0.0075
1.439,5.05,-2.935,-7.016,-8.478,-7.483,0.014
2.736,5.05,-2.935,-7.016,-8.478,-7.483,0.0135
4.371,5.05,-2.935,-7.016,-8.478,-7.483,0.0087
5.892,5.05,-2.935,-7.016,-8.478,-7.483,-0.0021
10.179,5.05,-2.935,-7.016,-8.478,-7.483,0.0261
11.453,5.05,-2.935,-7.016,-8.478,-7.483,0.0353
-14.672,7.95,-14.972,4.633,13.112,-7.594,0.1099
-7.341,7.95,-14.972,4.633,13.112,-7.594,0.1679
-3.798,7.95,-14.972,4.633,13.112,-7.594,0.1755
-2.172,7.95,-14.972,4.633,13.112,-7.594,0.1755
-0.937,7.95,-14.972,4.633,13.112,-7.594,0.1759
0.719,7.95,-14.972,4.633,13.112,-7.594,0.1756
0.914,7.95,-14.972,4.633,13.112,-7.594,0.1755
4.72,7.95,-14.972,4.633,13.112,-7.594,0.1706
5.78,7.95,-14.972,4.633,13.112,-7.594,0.1683
6.352,7.95,-14.972,4.633,13.112,-7.594,0.1668
7.909,7.95,-14.972,4.633,13.112,-7.594,0.159
10.317,7.95,-14.972,4.633,13.112,-7.594,0.1414
10.37,7.95,-14.972,4.633,13.112,-7.594,0.1411
13.372,7.95,-14.972,4.633,13.112,-7.594,0.125
-13.75,-7.74,-14.792,-2.905,-1.697,3.317,0.0281
-12.384,-7.74,-14.792,-2.905,-1.697,3.317,-0.0007
-12.359,-7.74,-14.792,-2.905,-1.697,3.317,-0.0008
-12.166,-7.74,-14.792,-2.905,-1.697,3.317,-0.0018
-10.916,-7.74,-14.792,-2.905,-1.697,3.317,-0.005
-7.79,-7.74,-14.792,-2.905,-1.697,3.317,0.0007
-2.599,-7.74,-14.792,-2.905,-1.697,3.317,0.0007
-0.367,-7.74,-14.792,-2.905,-1.697,3.317,-0.0043
2.614,-7.74,-14.792,-2.905,-1.697,3.317,-0.0049
4.052,-7.74,-14.792,-2.905,-1.697,3.317,-0.0028
5.264,-7.74,-14.792,-2.905,-1.697,3.317,0.0013
7.599,-7.74,-14.792,-2.905,-1.697,3.317,0.0088
9.696,-7.74,-14.792,-2.905,-1.697,3.317,0.0031
10.824,-7.74,-14.792,-2.905,-1.697,3.317,0.0003
-12.627,-9.11,17.799,-13.141,5.62,-9.041,-0.1284
-8.538,-9.11,17.799,-13.141,5.62,-9.041,-0.1511
-6.727,-9.11,17.799,-13.141,5.62,-9.041,-0.1273
-6.328,-9.11,17.799,-13.141,5.62,-9.041,-0.1229
-2.27,-9.11,17.799,-13.141,5.62,-9.041,-0.0845
-0.221,-9.11,17.799,-13.141,5.62,-9.041,-0.0802
5.582,-9.11,17.799,-13.141,5.62,-9.041,-0.1021
6.357,-9.11,17.799,-13.141,5.62,-9.041,-0.109
7.503,-9.11,17.799,-13.141,5.62,-9.041,-0.1192
7.69,-9.11,17.799,-13.141,5.62,-9.041,-0.1207
7.782,-9.11,17.799,-13.141,5.62,-9.041,-0.1215
8.276,-9.11,17.799,-13.141,5.62,-9.041,-0.1256
11.117,-9.11,17.799,-13.141,5.62,-9.041,-0.1522
14.371,-9.11,17.799,-13.141,5.62,-9.041,-0.1164
-13.942,-4.8,-15.407,-9.629,17.884,4.581,0.0548
-13.888,-4.8,-15.407,-9.629,17.884,4.581,0.0542
-12.279,-4.8,-15.407,-9.629,17.884,4.581,0.0462
-12.122,-4.8,-15.407,-9.629,17.884,4.581,0.0479
-12.007,-4.8,-15.407,-9.629,17.884,4.581,0.0495
-11.392,-4.8,-15.407,-9.629,17.884,4.581,0.0586
-8.197,-4.8,-15.407,-9.629,17.884,4.581,0.1083
-6.917,-4.8,-15.407,-9.629,17.884,4.581,0.1222
-6.257,-4.8,-15.407,-9.629,17.884,4.581,0.1223
2.64,-4.8,-15.407,-9.629,17.884,4.581,0.0929
4.675,-4.8,-15.407,-9.629,17.884,4.581,0.0942
5.391,-4.8,-15.407,-9.629,17.884,4.581,0.0971
8.234,-4.8,-15.407,-9.629,17.884,4.581,0.0991
11.365,-4.8,-15.407,-9.629,17.884,4.581,0.0704
-10.394,14.8,15.537,11.863,6.012,3.811,0.1527
-9.786,14.8,15.537,11.863,6.012,3.811,0.1572
-8.582,14.8,15.537,11.863,6.012,3.811,0.1662
-8.156,14.8,15.537,11.863,6.012,3.811,0.1693
-6.52,14.8,15.537,11.863,6.012,3.811,0.1809
-1.909,14.8,15.537,11.863,6.012,3.811,0.1954
-1.896,14.8,15.537,11.863,6.012,3.811,0.1954
0.393,14.8,15.537,11.863,6.012,3.811,0.1904
1.181,14.8,15.537,11.863,6.012,3.811,0.188
3.116,14.8,15.537,11.863,6.012,3.811,0.1824
8.155,14.8,15.537,11.863,6.012,3.811,0.1741
8.318,14.8,15.537,11.863,6.012,3.811,0.1737
11.057,14.8,15.537,11.863,6.012,3.811,0.1574
12.393,14.8,15.537,11.863,6.012,3.811,0.1464
-12.435,1.23,-0.314,12.131,-2.357,-9.19,-0.0152
-11.1,1.23,-0.314,12.131,-2.357,-9.19,-0.0153
-9.533,1.23,-0.314,12.131,-2.357,-9.19,-0.0108
-8.891,1.23,-0.314,12.131,-2.357,-9.19,-0.009
-7.183,1.23,-0.314,12.131,-2.357,-9.19,-0.0064
-4.285,1.23,-0.314,12.131,-2.357,-9.19,-0.0013
-3.725,1.23,-0.314,12.131,-2.357,-9.19,0.0016
-0.363,1.23,-0.314,12.131,-2.357,-9.19,0.0012
0.78,1.23,-0.314,12.131,-2.357,-9.19,0.0016
1.209,1.23,-0.314,12.131,-2.357,-9.19,0.0029
4.071,1.23,-0.314,12.131,-2.357,-9.19,0.0016
4.646,1.23,-0.314,12.131,-2.357,-9.19,-0.0005
6.855,1.23,-0.314,12.131,-2.357,-9.19,-0.0044
10.43,1.23,-0.314,12.131,-2.357,-9.19,-0.0114
-13.952,-14.41,3.189,-11.314,17.954,-10.594,-0.1267
-13.9,-14.41,3.189,-11.314,17.954,-10.594,-0.1271
-11.509,-14.41,3.189,-11.314,17.954,-10.594,-0.1448
-1.696,-14.41,3.189,-11.314,17.954,-10.594,-0.1941
-0.712,-14.41,3.189,-11.314,17.954,-10.594,-0.1922
-0.207,-14.41,3.189,-11.314,17.954,-10.594,-0.1912
-0.084,-14.41,3.189,-11.314,17.954,-10.594,-0.191
2.007,-14.41,3.189,-11.314,17.954,-10.594,-0.1871
2.048,-14.41,3.189,-11.314,17.954,-10.594,-0.1871
5.655,-14.41,3.189,-11.314,17.954,-10.594,-0.181
8.974,-14.41,3.189,-11.314,17.954,-10.594,-0.1687
10.34,-14.41,3.189,-11.314,17.954,-10.594,-0.1608
10.365,-14.41,3.189,-11.314,17.954,-10.594,-0.1607
10.911,-14.41,3.189,-11.314,17.954,-10.594,-0.1573
-9.016,-8.16,18.826,-17.218,7.563,-1.712,-0.1664
-6.964,-8.16,18.826,-17.218,7.563,-1.712,-0.1263
-4.928,-8.16,18.826,-17.218,7.563,-1.712,-0.0952
-2.105,-8.16,18.826,-17.218,7.563,-1.712,-0.0664
-1.244,-8.16,18.826,-17.218,7.563,-1.712,-0.0651
-1.125,-8.16,18.826,-17.218,7.563,-1.712,-0.0651
0.176,-8.16,18.826,-17.218,7.563,-1.712,-0.0663
1.069,-8.16,18.826,-17.218,7.563,-1.712,-0.067
1.708,-8.16,18.826,-17.218,7.563,-1.712,-0.0674
1.903,-8.16,18.826,-17.218,7.563,-1.712,-0.0675
4.025,-8.16,18.826,-17.218,7.563,-1.712,-0.0726
6.355,-8.16,18.826,-17.218,7.563,-1.712,-0.0909
8.009,-8.16,18.826,-17.218,7.563,-1.712,-0.1067
11.372,-8.16,18.826,-17.218,7.563,-1.712,-0.1365
-13.419,-7.01,-0.379,9.191,-2.997,-2.13,-0.043
-12.456,-7.01,-0.379,9.191,-2.997,-2.13,-0.0472
-12.025,-7.01,-0.379,9.191,-2.997,-2.13,-0.0485
-8.521,-7.01,-0.379,9.191,-2.997,-2.13,-0.0496
-6.472,-7.01,-0.379,9.191,-2.997,-2.13,-0.0423
-3.336,-7.01,-0.379,9.191,-2.997,-2.13,-0.0543
0.494,-7.01,-0.379,9.191,-2.997,-2.13,-0.0576
1.341,-7.01,-0.379,9.191,-2.997,-2.13,-0.0576
3.268,-7.01,-0.379,9.191,-2.997,-2.13,-0.0568
3.821,-7.01,-0.379,9.191,-2.997,-2.13,-0.0562
7.463,-7.01,-0.379,9.191,-2.997,-2.13,-0.0424
8.368,-7.01,-0.379,9.191,-2.997,-2.13,-0.0389
10.673,-7.01,-0.379,9.191,-2.997,-2.13,-0.0421
12.107,-7.01,-0.379,9.191,-2.997,-2.13,-0.0448
-13.716,11.0,13.555,-3.232,16.205,19.253,0.0622
-12.004,11.0,13.555,-3.232,16.205,19.253,0.0708
-11.318,11.0,13.555,-3.232,16.205,19.253,0.074
-10.462,11.0,13.555,-3.232,16.205,19.253,0.0778
-10.29,11.0,13.555,-3.232,16.205,19.253,0.0785
-6.572,11.0,13.555,-3.232,16.205,19.253,0.0862
-1.867,11.0,13.555,-3.232,16.205,19.253,0.0905
-0.743,11.0,13.555,-3.232,16.205,19.253,0.0908
-0.399,11.0,13.555,-3.232,16.205,19.253,0.091
0.838,11.0,13.555,-3.232,16.205,19.253,0.0917
1.329,11.0,13.555,-3.232,16.205,19.253,0.092
1.957,11.0,13.555,-3.232,16.205,19.253,0.0924
4.53,11.0,13.555,-3.232,16.205,19.253,0.0932
8.505,11.0,13.555,-3.232,16.205,19.253,0.087
-11.92,11.75,-16.918,-18.231,4.816,-15.326,0.2066
-11.28,11.75,-16.918,-18.231,4.816,-15.326,0.2122
-9.976,11.75,-16.918,-18.231,4.816,-15.326,0.2245
-7.849,11.75,-16.918,-18.231,4.816,-15.326,0.2461
-7.675,11.75,-16.918,-18.231,4.816,-15.326,0.2479
-7.207,11.75,-16.918,-18.231,4.816,-15.326,0.2528
-4.554,11.75,-16.918,-18.231,4.816,-15.326,0.2727
-4.032,11.75,-16.918,-18.231,4.816,-15.326,0.2738
-1.244,11.75,-16.918,-18.231,4.816,-15.326,0.2727
0.589,11.75,-16.918,-18.231,4.816,-15.326,0.2701
8.277,11.75,-16.918,-18.231,4.816,-15.326,0.2492
9.559,11.75,-16.918,-18.231,4.816,-15.326,0.2342
11.818,11.75,-16.918,-18.231,4.816,-15.326,0.2097
13.192,11.75,-16.918,-18.231,4.816,-15.326,0.1959
-9.407,-11.56,-16.426,9.283,-5.905,-0.42,-0.1301
-7.526,-11.56,-16.426,9.283,-5.905,-0.42,-0.1433
-7.01,-11.56,-16.426,9.283,-5.905,-0.42,-0.1428
-6.767,-11.56,-16.426,9.283,-5.905,-0.42,-0.1421
